"receipt_id","date","items","processed_at","s3_path","total","user_id","vendor"
"3b418522-56ce-46dc-850e-34da87e3835f","30.07.25","""[{""""name"""":""""Pikelets\n8pk"""",""""price"""":""""2.29""""}]""","1757644534647","s3://receiptcat-poc-ai-eval-receipts/receipt16_S.jpg","$ 3.28","dummyuser123","ALDI\nA STORES\nLIMITED\nPARTNERSHIP"
"c142be24-b36f-4ab9-afa0-ea57065f6594","25/08/2025","""[{""""name"""":""""UD\nExec Goldstar 79351061101\nP/F FREE RANGE 30P"""",""""price"""":""""14.89""""},{""""name"""":""""PANEER 1KG\n49973 1x"""",""""price"""":""""14.99"""",""""quantity"""":""""1x""""}]""","1757640485001","s3://receiptcat-poc-ai-eval-receipts/receipt17_C.jpg","29.88","dummyuser123","COSTCO\nWHOLESALE"
"df5b48b6-486c-4a14-b7b9-3b2352d848c7","""August 30, 2025""","""[{""""name"""":""""Tomi Super Sweet\nCorn 110g"""",""""price"""":""""$2.75""""},{""""name"""":""""Ricoa Flat Tops\n30x150g"""",""""price"""":""""$4.20""""},{""""name"""":""""Fibisco Chocolate\nMallows 100g"""",""""price"""":""""$4.50""""},{""""name"""":""""Oishi Pillows\nChocolate Cracker\n150g"""",""""price"""":""""$4.50""""},{""""name"""":""""Jufran Banana Sauce\n550g"""",""""price"""":""""$3.75""""},{""""name"""":""""Masarap Bakery\nPandesal"""",""""price"""":""""$6.50""""}]""","1757641678030","s3://receiptcat-poc-ai-eval-receipts/receipt17_G.jpg","$26.20","dummyuser123","Balikbayan Groceries"
"a20933f0-3e99-42e7-98b9-7e158b59c530","25/07/25 17: 47","""[{""""name"""":""""Mushroom\nCups Loose\n0.203 kg"""",""""price"""":""""2.62"""",""""quantity"""":""""0.203""""},{""""name"""":""""Oatly Oat Drink\nQty $5.50 each"""",""""price"""":""""13.60""""},{""""name"""":""""Baby Leafy Mix 200g\n^#Sunbites\nGrainwaves Sour Crm\nClassic Italia GreenPesto\n190g"""",""""price"""":""""6.00""""},{""""name"""":""""Grainwaves Sour Crm & Chve 170g\nItalia"""",""""price"""":""""3.00""""},{""""name"""":""""Italia GreenPesto\n190g\nNSA"""",""""price"""":""""2.50""""},{""""name"""":""""190g\nChobani NSA Yogurt Vanilla Bean 150g\nQty $2.70 each"""",""""price"""":""""3.50""""},{""""name"""":""""#Armada Kitchen\nTidy Roll Medium 35pk"""",""""price"""":""""5.40""""},{""""name"""":""""Medium 35pk\nRustica Sourdough\nSurf Coast Everything Loaf 765g"""",""""price"""":""""2.50""""},{""""name"""":""""Everything\nSurf Coast Eggs Caged 12pk 700g\nQty 2 @ $7.00 each"""",""""price"""":""""9.00""""},{""""name"""":""""^#Dine\nFine Flakes Tuna & Prawns 35g\nQty $1.15"""",""""price"""":""""14.00""""},{""""name"""":""""^#Kinder Bueno 43g"""",""""price"""":""""3.45""""},{""""name"""":""""WW Rice Jasmine\nMicrowaveable\n250g\nQty 2 @"""",""""price"""":""""1.50"""",""""quantity"""":""""2 @""""},{""""name"""":""""Evergreen Silken Tofu 300g\nQty 3 @"""",""""price"""":""""3.60""""},{""""name"""":""""#Coco & Lucas G/Free\nMac&CheeseBacon\n#Map Clean Bean Descaler 250ml 350g"""",""""price"""":""""8.00""""},{""""name"""":""""Lucky Kitchen BBQ Pork\nMushroom Dumplings 750g"""",""""price"""":""""7.50""""},{""""name"""":""""Mushroom Cups Sliced 500g"""",""""price"""":""""10.00""""},{""""name"""":""""WW Beef Natural Mince Greek Style Yoghurt 1kg"""",""""price"""":""""5.00""""},{""""name"""":""""Beef Mince 500g"""",""""price"""":""""3.80""""},{""""name"""":""""^Obela WOW 10% Sweet OFFER Korean Chilli Hommus 220g"""",""""price"""":""""7.00""""},{""""name"""":""""WOW 10% OFFER"""",""""price"""":""""4.00""""},{""""name"""":""""Paper\nMccain Hash Browns Shredded"""",""""price"""":""""5.80"""",""""quantity"""":""""2""""}]""","1757642616281","s3://receiptcat-poc-ai-eval-receipts/receipt17_J.jpg","$138.62","dummyuser123","WOOLWORTHS GROUP LIMITED"
"6800d08f-57ab-498c-b00c-fe4f0b129801","06/07/25","""[{""""name"""":""""%HAM BLK MINI BOWL"""",""""price"""":""""1.75""""},{""""name"""":""""%ACT WRAP SKORT"""",""""price"""":""""9.00""""},{""""name"""":""""%REC LNG BIKE SHORT"""",""""price"""":""""12.00""""},{""""name"""":""""%SS CREW TOP"""",""""price"""":""""15.00""""}]""","1757644589957","s3://receiptcat-poc-ai-eval-receipts/receipt17_S.jpg","37.75","dummyuser123","KMART"
"f8778ecc-9c82-4373-bda0-0552d8f1f4d1","""Fri, Aug 29, 2126""","""[{""""name"""":""""Lamb Kebab"""",""""price"""":""""A$22.98"""",""""quantity"""":""""1x""""}]""","1757640486329","s3://receiptcat-poc-ai-eval-receipts/receipt18_C.jpg","A$22.98","dummyuser123","DoorDash"
"a5e34b85-df97-4b20-a7f4-c9e4f69bb257","2025-09-12","""[{""""quantity"""":""""1"""",""""name"""":""""10 Azelaic Acid Booster (7750)"""",""""price"""":""""$47.91""""}]""","1757641676882","s3://receiptcat-poc-ai-eval-receipts/receipt18_G.jpg","$52.70","dummyuser123","CHOICE\nPAULA'S\nSKINCARE"
"d6738150-8672-46ee-aacf-cee6603ffbbd","29/06/2025","""[{""""name"""":""""Potato White Washed Lse"""",""""price"""":""""1.75"""",""""quantity"""":""""0.372 kg""""},{""""name"""":""""Carrot"""",""""price"""":""""0.42"""",""""quantity"""":""""0.167 kg""""},{""""name"""":""""^San Remo Pasta No22 RigatOni 500g"""",""""price"""":""""2.30""""},{""""name"""":""""Diced Beef Heart Smart 500g"""",""""price"""":""""7.68""""},{""""name"""":""""WW Full Cream Milk 1L"""",""""price"""":""""1.55""""},{""""price"""":""""11.00"""",""""name"""":""""^Cobram EstateTruffleInfused0live0il250ml""""},{""""name"""":""""Masterfoods Simmer Sce CremyCknMu 490g"""",""""price"""":""""4.90""""},{""""name"""":""""WW Chunky Vegetable Soup 300g"""",""""price"""":""""2.76""""}]""","1757642620616","s3://receiptcat-poc-ai-eval-receipts/receipt18_J.jpg","$32.36","dummyuser123","WOOLWORTHS GROUP LIMITED"
"7c80c0f0-8e53-492b-8dec-22c6998467b1","25 Aug 2025","""[{""""name"""":""""MAY LS SUPER/S T/TINT COQUETT"""",""""price"""":""""$22.99"""",""""quantity"""":""""1""""},{""""name"""":""""VASELINE INT D/R BDY LTN 225ML"""",""""price"""":""""$5.99"""",""""quantity"""":""""1""""},{""""name"""":""""NIVEA (W) R/ON PURE INV 50ML*"""",""""price"""":""""$3.99"""",""""quantity"""":""""1""""}]""","1757644539448","s3://receiptcat-poc-ai-eval-receipts/receipt18_S.jpg","$32.97","dummyuser123","CHEMIST\nWV AREHOUSE"
"09854269-e8db-4dfb-8737-aae8189f5778","18/07/2025","""[{""""name"""":""""Kids Group Tennis Lessons\n(45mins) Term 3 2025\n- -\n10weeks"""",""""quantity"""":""""1"""",""""price"""":""""220.00""""}]""","1757640537944","s3://receiptcat-poc-ai-eval-receipts/receipt19_C.jpg","A$220.00","dummyuser123","Blacktown Tennis Academy"
